state,state_abbr,latitude,longitude,date,funding
Georgia,GA,32.9866,-83.6487,2009-12-31,4948357555.281504
Hawaii,HI,21.1098,-157.5311,2009-12-31,413389206.03535044
Idaho,ID,44.2394,-114.5103,2009-12-31,690659432.8122847
Illinois,IL,40.3363,-89.0022,2009-12-31,7161797552.681707
Indiana,IN,39.8647,-86.2604,2009-12-31,3279151829.51748
Iowa,IA,42.0046,-93.214,2009-12-31,2875339159.601309
Kansas,KS,38.5111,-96.8005,2009-12-31,1363485196.2967434
Kentucky,KY,37.669,-84.6514,2009-12-31,2146866189.1474183
Louisiana,LA,31.1801,-91.8749,2009-12-31,2077358089.361903
Maine,ME,44.6074,-69.3977,2009-12-31,574159256.7116923
Maryland,MD,39.0724,-76.7902,2009-12-31,2311199243.390616
Massachusetts,MA,42.2373,-71.5314,2009-12-31,3807861860.4410057
Michigan,MI,43.3504,-84.5603,2009-12-31,5877161081.299996
Minnesota,MN,45.7326,-93.9196,2009-12-31,3663969867.2182546
Mississippi,MS,32.7673,-89.6812,2009-12-31,1614185247.0973263
Missouri,MO,38.4623,-92.302,2009-12-31,3263793460.3904524
Montana,MT,46.9048,-110.3261,2009-12-31,461530280.921003
Nebraska,NE,41.1289,-98.2883,2009-12-31,980032361.342829
Nevada,NV,38.4199,-117.1219,2009-12-31,723369567.7891027
New Hampshire,NH,43.4108,-71.5653,2009-12-31,609220584.1263385
New Jersey,NJ,40.314,-74.5089,2009-12-31,3091574879.0669994
New Mexico,NM,34.8375,-106.2371,2009-12-31,941453980.4234154
New York,NY,42.1497,-74.9384,2009-12-31,11195739163.54234
North Carolina,NC,35.6411,-79.8431,2009-12-31,3602896422.434803
North Dakota,ND,47.5362,-99.793,2009-12-31,416121395.43773603
Ohio,OH,40.3736,-82.7755,2009-12-31,6119723156.538994
Oklahoma,OK,35.5376,-96.9247,2009-12-31,1780419970.5226874
Oregon,OR,44.5672,-122.1269,2009-12-31,1915730775.7602482
Pennsylvania,PA,40.5773,-77.264,2009-12-31,6974433059.082256
Rhode Island,RI,41.6772,-71.5101,2009-12-31,812846791.7645147
South Carolina,SC,33.8191,-80.9066,2009-12-31,1941556167.4297607
South Dakota,SD,44.2853,-99.4632,2009-12-31,498546323.89459586
Tennessee,TN,35.7449,-86.7489,2009-12-31,2855106852.7972193
Texas,TX,31.106,-97.6475,2009-12-31,10165239531.960423
Utah,UT,40.1135,-111.8535,2009-12-31,1079681038.8473306
Vermont,VT,44.0407,-72.7093,2009-12-31,471165767.26815426
Virginia,VA,37.768,-78.2057,2009-12-31,3586989308.048314
Washington,WA,47.3917,-121.5708,2009-12-31,2364080504.816329
West Virginia,WV,38.468,-80.9696,2009-12-31,1143885466.907291
Wisconsin,WI,44.2563,-89.6385,2009-12-31,2414288905.887144
Wyoming,WY,42.7475,-107.2085,2009-12-31,266421146.81144214
Alabama,AL,32.799,-86.8073,2010-12-31,3061491531.0310545
Alaska,AK,61.385,-152.2683,2010-12-31,427620917.4141768
Arizona,AZ,33.7712,-111.3877,2010-12-31,10181765748.049038
Arkansas,AR,34.9513,-92.3809,2010-12-31,1542976135.7694557
California,CA,36.17,-119.7462,2010-12-31,18401548958.991646
Colorado,CO,39.0646,-105.3272,2010-12-31,3383144560.2268295
Connecticut,CT,41.5834,-72.7622,2010-12-31,1685550602.5165327
Delaware,DE,39.3498,-75.5148,2010-12-31,529740270.3580239
District of Columbia,DC,38.9072,-77.037,2010-12-31,1691927260.7137256
Florida,FL,27.8333,-81.717,2010-12-31,10463075106.306137
Georgia,GA,32.9866,-83.6487,2010-12-31,6605891174.707106
Hawaii,HI,21.1098,-157.5311,2010-12-31,86355191.05193184
Idaho,ID,44.2394,-114.5103,2010-12-31,835840128.8128563
Illinois,IL,40.3363,-89.0022,2010-12-31,9151542441.046131
Indiana,IN,39.8647,-86.2604,2010-12-31,4430351596.675518
Iowa,IA,42.0046,-93.214,2010-12-31,4200960739.8985796
Kansas,KS,38.5111,-96.8005,2010-12-31,1639412700.683092
Kentucky,KY,37.669,-84.6514,2010-12-31,2562570756.5695868
Louisiana,LA,31.1801,-91.8749,2010-12-31,2335545319.087903
Maine,ME,44.6074,-69.3977,2010-12-31,699844636.5463898
Maryland,MD,39.0724,-76.7902,2010-12-31,2751359220.2698717
Massachusetts,MA,42.2373,-71.5314,2010-12-31,4216387368.918291
Michigan,MI,43.3504,-84.5603,2010-12-31,6717055727.605217
Minnesota,MN,45.7326,-93.9196,2010-12-31,4608090142.469979
Mississippi,MS,32.7673,-89.6812,2010-12-31,1838020863.6624227
Missouri,MO,38.4623,-92.302,2010-12-31,3968124334.432769
Montana,MT,46.9048,-110.3261,2010-12-31,555874103.6614978
Nebraska,NE,41.1289,-98.2883,2010-12-31,1096751910.678939
Nevada,NV,38.4199,-117.1219,2010-12-31,892655776.8005075
New Hampshire,NH,43.4108,-71.5653,2010-12-31,735167198.6598392
New Jersey,NJ,40.314,-74.5089,2010-12-31,3493151504.8139815
New Mexico,NM,34.8375,-106.2371,2010-12-31,1120863622.4072208
New York,NY,42.1497,-74.9384,2010-12-31,12795002410.029142
North Carolina,NC,35.6411,-79.8431,2010-12-31,4424904920.598891
North Dakota,ND,47.5362,-99.793,2010-12-31,458969832.6392921
Ohio,OH,40.3736,-82.7755,2010-12-31,7605066446.904993
Oklahoma,OK,35.5376,-96.9247,2010-12-31,1961296841.233154
Oregon,OR,44.5672,-122.1269,2010-12-31,2359873142.208431
Pennsylvania,PA,40.5773,-77.264,2010-12-31,8439063998.979605
Rhode Island,RI,41.6772,-71.5101,2010-12-31,807647788.3853979
South Carolina,SC,33.8191,-80.9066,2010-12-31,2525717313.919186
South Dakota,SD,44.2853,-99.4632,2010-12-31,598234609.1395724
Tennessee,TN,35.7449,-86.7489,2010-12-31,3473788990.4155254
Texas,TX,31.106,-97.6475,2010-12-31,12354590579.167408
Utah,UT,40.1135,-111.8535,2010-12-31,1622124306.3897467
Vermont,VT,44.0407,-72.7093,2010-12-31,504029603.4503603
Virginia,VA,37.768,-78.2057,2010-12-31,4487279644.010174
Washington,WA,47.3917,-121.5708,2010-12-31,2842846379.923826
West Virginia,WV,38.468,-80.9696,2010-12-31,1336927078.412609
Wisconsin,WI,44.2563,-89.6385,2010-12-31,2915774857.724105
Wyoming,WY,42.7475,-107.2085,2010-12-31,272369090.66996115
Alabama,AL,32.799,-86.8073,2011-12-31,2879238226.0446415
Alaska,AK,61.385,-152.2683,2011-12-31,439835771.0249293
Arizona,AZ,33.7712,-111.3877,2011-12-31,8998281669.28803
Arkansas,AR,34.9513,-92.3809,2011-12-31,1460922257.2767777
California,CA,36.17,-119.7462,2011-12-31,17284116871.01024
Colorado,CO,39.0646,-105.3272,2011-12-31,3292972712.714243
Connecticut,CT,41.5834,-72.7622,2011-12-31,1646164335.9890282
Delaware,DE,39.3498,-75.5148,2011-12-31,375182304.8873441
District of Columbia,DC,38.9072,-77.037,2011-12-31,2026483134.4335716
Florida,FL,27.8333,-81.717,2011-12-31,10371606988.969017
Georgia,GA,32.9866,-83.6487,2011-12-31,5480540148.936842
Hawaii,HI,21.1098,-157.5311,2011-12-31,524570627.85130656
Idaho,ID,44.2394,-114.5103,2011-12-31,850625017.7736428
Illinois,IL,40.3363,-89.0022,2011-12-31,9240377997.204586
Indiana,IN,39.8647,-86.2604,2011-12-31,4713456128.018209
Iowa,IA,42.0046,-93.214,2011-12-31,4109414058.5561295
Kansas,KS,38.5111,-96.8005,2011-12-31,638328561.0
Kentucky,KY,37.669,-84.6514,2011-12-31,2507020977.2977467
Louisiana,LA,31.1801,-91.8749,2011-12-31,2270917149.7031507
Maine,ME,44.6074,-69.3977,2011-12-31,697328857.436976
Maryland,MD,39.0724,-76.7902,2011-12-31,2600882404.963085
Massachusetts,MA,42.2373,-71.5314,2011-12-31,4051605567.212447
Michigan,MI,43.3504,-84.5603,2011-12-31,6171461102.136703
Minnesota,MN,45.7326,-93.9196,2011-12-31,4585013228.439859
Mississippi,MS,32.7673,-89.6812,2011-12-31,1696324100.466321
Missouri,MO,38.4623,-92.302,2011-12-31,3814949688.5424733
Montana,MT,46.9048,-110.3261,2011-12-31,550442264.6610246
Nebraska,NE,41.1289,-98.2883,2011-12-31,1123544237.1498504
Nevada,NV,38.4199,-117.1219,2011-12-31,812512832.8528281
New Hampshire,NH,43.4108,-71.5653,2011-12-31,737241054.8730211
New Jersey,NJ,40.314,-74.5089,2011-12-31,3302515883.3674784
New Mexico,NM,34.8375,-106.2371,2011-12-31,1045447262.8155277
New York,NY,42.1497,-74.9384,2011-12-31,11988354948.73882
North Carolina,NC,35.6411,-79.8431,2011-12-31,4322845061.110249
North Dakota,ND,47.5362,-99.793,2011-12-31,436316716.6853266
Ohio,OH,40.3736,-82.7755,2011-12-31,7040748173.114639
Oklahoma,OK,35.5376,-96.9247,2011-12-31,1914987911.5102
Oregon,OR,44.5672,-122.1269,2011-12-31,2332033006.4620976
Pennsylvania,PA,40.5773,-77.264,2011-12-31,8203593196.514718
Rhode Island,RI,41.6772,-71.5101,2011-12-31,832176444.8727132
South Carolina,SC,33.8191,-80.9066,2011-12-31,2337037905.5461063
South Dakota,SD,44.2853,-99.4632,2011-12-31,665308184.0754706
Tennessee,TN,35.7449,-86.7489,2011-12-31,3386508073.9085884
Texas,TX,31.106,-97.6475,2011-12-31,11815683237.050232
Utah,UT,40.1135,-111.8535,2011-12-31,1712850037.2267036
Vermont,VT,44.0407,-72.7093,2011-12-31,499797462.8197448
Virginia,VA,37.768,-78.2057,2011-12-31,4233269653.7983394
Washington,WA,47.3917,-121.5708,2011-12-31,2587085704.0364213
West Virginia,WV,38.468,-80.9696,2011-12-31,1365050780.6102276
Wisconsin,WI,44.2563,-89.6385,2011-12-31,2820795505.640907
Wyoming,WY,42.7475,-107.2085,2011-12-31,270636459.4259438
Alabama,AL,32.799,-86.8073,2012-12-31,2845439867.286647
Alaska,AK,61.385,-152.2683,2012-12-31,450029057.03722364
Arizona,AZ,33.7712,-111.3877,2012-12-31,8048923633.054579
Arkansas,AR,34.9513,-92.3809,2012-12-31,1423079498.214991
California,CA,36.17,-119.7462,2012-12-31,17137797045.492912
Colorado,CO,39.0646,-105.3272,2012-12-31,3115254276.0142183
Connecticut,CT,41.5834,-72.7622,2012-12-31,1673334566.4696145
Delaware,DE,39.3498,-75.5148,2012-12-31,441221808.356023
District of Columbia,DC,38.9072,-77.037,2012-12-31,1825921477.7796135
Florida,FL,27.8333,-81.717,2012-12-31,10068816174.38293
Georgia,GA,32.9866,-83.6487,2012-12-31,5345661550.858009
Hawaii,HI,21.1098,-157.5311,2012-12-31,520633695.8711002
Idaho,ID,44.2394,-114.5103,2012-12-31,792912554.7285218
Illinois,IL,40.3363,-89.0022,2012-12-31,8392571592.130815
Indiana,IN,39.8647,-86.2604,2012-12-31,4437755509.990668
Iowa,IA,42.0046,-93.214,2012-12-31,3683401846.6426682
Kansas,KS,38.5111,-96.8005,2012-12-31,635906241.0
Kentucky,KY,37.669,-84.6514,2012-12-31,2440632217.103861
Louisiana,LA,31.1801,-91.8749,2012-12-31,2220360080.5956593
Maine,ME,44.6074,-69.3977,2012-12-31,679890129.9367888
Maryland,MD,39.0724,-76.7902,2012-12-31,2581653431.592053
Massachusetts,MA,42.2373,-71.5314,2012-12-31,3980866176.305411
Michigan,MI,43.3504,-84.5603,2012-12-31,5768368134.203609
Minnesota,MN,45.7326,-93.9196,2012-12-31,4392252001.962891
Mississippi,MS,32.7673,-89.6812,2012-12-31,1601233891.6698728
Missouri,MO,38.4623,-92.302,2012-12-31,3650429996.3746753
Montana,MT,46.9048,-110.3261,2012-12-31,526241070.7174267
Nebraska,NE,41.1289,-98.2883,2012-12-31,1105802556.1976197
Nevada,NV,38.4199,-117.1219,2012-12-31,834065970.5710326
New Hampshire,NH,43.4108,-71.5653,2012-12-31,797839221.0406442
New Jersey,NJ,40.314,-74.5089,2012-12-31,3410837408.9159756
New Mexico,NM,34.8375,-106.2371,2012-12-31,1049024111.595638
New York,NY,42.1497,-74.9384,2012-12-31,11550565473.686506
North Carolina,NC,35.6411,-79.8431,2012-12-31,4427093117.393629
North Dakota,ND,47.5362,-99.793,2012-12-31,411803268.25785017
Ohio,OH,40.3736,-82.7755,2012-12-31,6821621422.366528
Oklahoma,OK,35.5376,-96.9247,2012-12-31,1856728667.1653588
Oregon,OR,44.5672,-122.1269,2012-12-31,2473095210.801275
Pennsylvania,PA,40.5773,-77.264,2012-12-31,8053091861.342825
Rhode Island,RI,41.6772,-71.5101,2012-12-31,787188502.1728455
South Carolina,SC,33.8191,-80.9066,2012-12-31,2360877062.7286553
South Dakota,SD,44.2853,-99.4632,2012-12-31,639611810.1303078
Tennessee,TN,35.7449,-86.7489,2012-12-31,3230108526.0085545
Texas,TX,31.106,-97.6475,2012-12-31,11391471500.428429
Utah,UT,40.1135,-111.8535,2012-12-31,1693986698.5140305
Vermont,VT,44.0407,-72.7093,2012-12-31,488598108.44369483
Virginia,VA,37.768,-78.2057,2012-12-31,4451067362.320328
Washington,WA,47.3917,-121.5708,2012-12-31,2629058548.8428144
West Virginia,WV,38.468,-80.9696,2012-12-31,1360174319.0084991
Wisconsin,WI,44.2563,-89.6385,2012-12-31,2786588957.639558
Wyoming,WY,42.7475,-107.2085,2012-12-31,248121510.3890437
Alabama,AL,32.799,-86.8073,2013-12-31,2883319880.1582117
Alaska,AK,61.385,-152.2683,2013-12-31,443908978.39474666
Arizona,AZ,33.7712,-111.3877,2013-12-31,8189692877.575838
Arkansas,AR,34.9513,-92.3809,2013-12-31,1412106992.3086104
California,CA,36.17,-119.7462,2013-12-31,15768503223.823475
Colorado,CO,39.0646,-105.3272,2013-12-31,3062212569.8883076
Connecticut,CT,41.5834,-72.7622,2013-12-31,1579567772.6881394
Delaware,DE,39.3498,-75.5148,2013-12-31,502047740.2685438
District of Columbia,DC,38.9072,-77.037,2013-12-31,1861968102.9025302
Florida,FL,27.8333,-81.717,2013-12-31,10071335583.579168
Georgia,GA,32.9866,-83.6487,2013-12-31,5245788391.58469
Hawaii,HI,21.1098,-157.5311,2013-12-31,509054101.6844547
Idaho,ID,44.2394,-114.5103,2013-12-31,759674746.7359629
Illinois,IL,40.3363,-89.0022,2013-12-31,7839065368.138483
Indiana,IN,39.8647,-86.2604,2013-12-31,4205383182.271881
Iowa,IA,42.0046,-93.214,2013-12-31,3960865384.481829
Kansas,KS,38.5111,-96.8005,2013-12-31,1513568780.260771
Kentucky,KY,37.669,-84.6514,2013-12-31,2438921453.628294
Louisiana,LA,31.1801,-91.8749,2013-12-31,2216834661.001148
Maine,ME,44.6074,-69.3977,2013-12-31,657303870.5447232
Maryland,MD,39.0724,-76.7902,2013-12-31,2509739948.16199
Massachusetts,MA,42.2373,-71.5314,2013-12-31,3827930585.9410553
Michigan,MI,43.3504,-84.5603,2013-12-31,5851569061.853476
Minnesota,MN,45.7326,-93.9196,2013-12-31,4584980154.514042
Mississippi,MS,32.7673,-89.6812,2013-12-31,1654276502.5408149
Missouri,MO,38.4623,-92.302,2013-12-31,3654208979.9084826
Montana,MT,46.9048,-110.3261,2013-12-31,500145703.60545117
Nebraska,NE,41.1289,-98.2883,2013-12-31,1052268652.5820205
Nevada,NV,38.4199,-117.1219,2013-12-31,817172094.2904028
New Hampshire,NH,43.4108,-71.5653,2013-12-31,924434873.4711994
New Jersey,NJ,40.314,-74.5089,2013-12-31,3321638019.062497
New Mexico,NM,34.8375,-106.2371,2013-12-31,1051517078.4193318
New York,NY,42.1497,-74.9384,2013-12-31,10311931101.453983
North Carolina,NC,35.6411,-79.8431,2013-12-31,4255606956.9856806
North Dakota,ND,47.5362,-99.793,2013-12-31,421661584.1793661
Ohio,OH,40.3736,-82.7755,2013-12-31,6421237915.678899
Oklahoma,OK,35.5376,-96.9247,2013-12-31,1778587182.6057856
Oregon,OR,44.5672,-122.1269,2013-12-31,2296863707.8806744
Pennsylvania,PA,40.5773,-77.264,2013-12-31,7367054550.411442
Rhode Island,RI,41.6772,-71.5101,2013-12-31,649316889.4540348
South Carolina,SC,33.8191,-80.9066,2013-12-31,2289810378.053769
South Dakota,SD,44.2853,-99.4632,2013-12-31,649529202.2228878
Tennessee,TN,35.7449,-86.7489,2013-12-31,3132834992.9042435
Texas,TX,31.106,-97.6475,2013-12-31,11311390682.918709
Utah,UT,40.1135,-111.8535,2013-12-31,1717424603.8916152
Vermont,VT,44.0407,-72.7093,2013-12-31,393893570.00827277
Virginia,VA,37.768,-78.2057,2013-12-31,4671895919.688204
Washington,WA,47.3917,-121.5708,2013-12-31,2477981796.0963955
West Virginia,WV,38.468,-80.9696,2013-12-31,1398937899.3019707
Wisconsin,WI,44.2563,-89.6385,2013-12-31,2756437231.7168612
Wyoming,WY,42.7475,-107.2085,2013-12-31,246150077.84732646
Alabama,AL,32.799,-86.8073,2014-12-31,2875991323.5722704
Alaska,AK,61.385,-152.2683,2014-12-31,425276010.97123915
Arizona,AZ,33.7712,-111.3877,2014-12-31,7477469185.624355
Arkansas,AR,34.9513,-92.3809,2014-12-31,1405013759.946279
California,CA,36.17,-119.7462,2014-12-31,16816137362.915615
Colorado,CO,39.0646,-105.3272,2014-12-31,2965284073.9779024
Connecticut,CT,41.5834,-72.7622,2014-12-31,1656657509.7006075
Delaware,DE,39.3498,-75.5148,2014-12-31,494499653.7357788
District of Columbia,DC,38.9072,-77.037,2014-12-31,1781215702.9155788
Florida,FL,27.8333,-81.717,2014-12-31,9992845893.930006
Georgia,GA,32.9866,-83.6487,2014-12-31,5183160669.884556
Hawaii,HI,21.1098,-157.5311,2014-12-31,494017468.87579536
Idaho,ID,44.2394,-114.5103,2014-12-31,743821754.2032768
Illinois,IL,40.3363,-89.0022,2014-12-31,7649445915.603471
Indiana,IN,39.8647,-86.2604,2014-12-31,4187494654.7147474
Iowa,IA,42.0046,-93.214,2014-12-31,2775868884.0567627
Kansas,KS,38.5111,-96.8005,2014-12-31,1611277229.2034452
Kentucky,KY,37.669,-84.6514,2014-12-31,2346257238.495531
Louisiana,LA,31.1801,-91.8749,2014-12-31,2240881517.3290453
Maine,ME,44.6074,-69.3977,2014-12-31,705625905.7939695
Maryland,MD,39.0724,-76.7902,2014-12-31,2561599475.7521343
Massachusetts,MA,42.2373,-71.5314,2014-12-31,3890410363.585373
Michigan,MI,43.3504,-84.5603,2014-12-31,5755325241.73115
Minnesota,MN,45.7326,-93.9196,2014-12-31,4593669239.972509
Mississippi,MS,32.7673,-89.6812,2014-12-31,1560533444.2682786
Missouri,MO,38.4623,-92.302,2014-12-31,3573389123.2930155
Montana,MT,46.9048,-110.3261,2014-12-31,473923372.282973
Nebraska,NE,41.1289,-98.2883,2014-12-31,1039436981.8622141
Nevada,NV,38.4199,-117.1219,2014-12-31,902732832.3670833
New Hampshire,NH,43.4108,-71.5653,2014-12-31,1210270110.2458663
New Jersey,NJ,40.314,-74.5089,2014-12-31,3356473984.229063
New Mexico,NM,34.8375,-106.2371,2014-12-31,964642121.3563994
New York,NY,42.1497,-74.9384,2014-12-31,10508839360.034155
North Carolina,NC,35.6411,-79.8431,2014-12-31,4317675175.312792
North Dakota,ND,47.5362,-99.793,2014-12-31,414318107.4766298
Ohio,OH,40.3736,-82.7755,2014-12-31,6152376231.396399
Oklahoma,OK,35.5376,-96.9247,2014-12-31,1743623228.4346442
Oregon,OR,44.5672,-122.1269,2014-12-31,2283322909.4437914
Pennsylvania,PA,40.5773,-77.264,2014-12-31,7320042265.236679
Rhode Island,RI,41.6772,-71.5101,2014-12-31,684170147.8672817
South Carolina,SC,33.8191,-80.9066,2014-12-31,2293325822.947748
South Dakota,SD,44.2853,-99.4632,2014-12-31,628689491.524749
Tennessee,TN,35.7449,-86.7489,2014-12-31,3124759155.1791844
Texas,TX,31.106,-97.6475,2014-12-31,11254325646.514624
Utah,UT,40.1135,-111.8535,2014-12-31,1705293430.0266666
Vermont,VT,44.0407,-72.7093,2014-12-31,394996828.0920136
Virginia,VA,37.768,-78.2057,2014-12-31,5108238381.820845
Washington,WA,47.3917,-121.5708,2014-12-31,2525362924.2330966
West Virginia,WV,38.468,-80.9696,2014-12-31,1325717807.0197177
Wisconsin,WI,44.2563,-89.6385,2014-12-31,2737880765.9897175
Wyoming,WY,42.7475,-107.2085,2014-12-31,239440159.1021614
Alabama,AL,32.799,-86.8073,2015-12-31,2729781357.9214287
Alaska,AK,61.385,-152.2683,2015-12-31,415238723.76199996
Arizona,AZ,33.7712,-111.3877,2015-12-31,6241051367.527839
Arkansas,AR,34.9513,-92.3809,2015-12-31,1334963163.4
California,CA,36.17,-119.7462,2015-12-31,16727837254.665184
Colorado,CO,39.0646,-105.3272,2015-12-31,2780371880.401291
Connecticut,CT,41.5834,-72.7622,2015-12-31,1711664970.7
Delaware,DE,39.3498,-75.5148,2015-12-31,407209807.35
District of Columbia,DC,38.9072,-77.037,2015-12-31,1667518725.5
Florida,FL,27.8333,-81.717,2015-12-31,8838564032.0297
Georgia,GA,32.9866,-83.6487,2015-12-31,5116975413.586689
Hawaii,HI,21.1098,-157.5311,2015-12-31,451957656.72
Idaho,ID,44.2394,-114.5103,2015-12-31,679872934.21
Illinois,IL,40.3363,-89.0022,2015-12-31,7469049674.004913
Indiana,IN,39.8647,-86.2604,2015-12-31,3883891185.2681694
Iowa,IA,42.0046,-93.214,2015-12-31,2421686819.7
Kansas,KS,38.5111,-96.8005,2015-12-31,1499228798.0
Kentucky,KY,37.669,-84.6514,2015-12-31,2157474470.8135786
Louisiana,LA,31.1801,-91.8749,2015-12-31,2176484426.319391
Maine,ME,44.6074,-69.3977,2015-12-31,657899840.9048359
Maryland,MD,39.0724,-76.7902,2015-12-31,2418090781.2839274
Massachusetts,MA,42.2373,-71.5314,2015-12-31,3951763992.255986
Michigan,MI,43.3504,-84.5603,2015-12-31,5170171423.315886
Minnesota,MN,45.7326,-93.9196,2015-12-31,4177354624.2407694
Mississippi,MS,32.7673,-89.6812,2015-12-31,1526910147.21
Missouri,MO,38.4623,-92.302,2015-12-31,3294846787.77258
Montana,MT,46.9048,-110.3261,2015-12-31,462528447.68
Nebraska,NE,41.1289,-98.2883,2015-12-31,1003334932.11
Nevada,NV,38.4199,-117.1219,2015-12-31,817331434.8199999
New Hampshire,NH,43.4108,-71.5653,2015-12-31,1061917977.44
New Jersey,NJ,40.314,-74.5089,2015-12-31,3221345476.0406265
New Mexico,NM,34.8375,-106.2371,2015-12-31,870397777.941682
New York,NY,42.1497,-74.9384,2015-12-31,11060800391.702934
North Carolina,NC,35.6411,-79.8431,2015-12-31,4234028616.9156327
North Dakota,ND,47.5362,-99.793,2015-12-31,371500995.605
Ohio,OH,40.3736,-82.7755,2015-12-31,5656542206.913425
Oklahoma,OK,35.5376,-96.9247,2015-12-31,1672978363.288661
Oregon,OR,44.5672,-122.1269,2015-12-31,2174406327.8342276
Pennsylvania,PA,40.5773,-77.264,2015-12-31,7516987147.139069
Rhode Island,RI,41.6772,-71.5101,2015-12-31,733435117.81
South Carolina,SC,33.8191,-80.9066,2015-12-31,2202213756.7581544
South Dakota,SD,44.2853,-99.4632,2015-12-31,589893532.85766
Tennessee,TN,35.7449,-86.7489,2015-12-31,3003457777.088171
Texas,TX,31.106,-97.6475,2015-12-31,10716225909.737106
Utah,UT,40.1135,-111.8535,2015-12-31,1549237437.165
Vermont,VT,44.0407,-72.7093,2015-12-31,442921893.61
Virginia,VA,37.768,-78.2057,2015-12-31,4286211234.7183285
Washington,WA,47.3917,-121.5708,2015-12-31,2506549879.7128687
West Virginia,WV,38.468,-80.9696,2015-12-31,1259501297.5700002
Wisconsin,WI,44.2563,-89.6385,2015-12-31,2513800854.0166483
Wyoming,WY,42.7475,-107.2085,2015-12-31,223082544.076
Alabama,AL,32.799,-86.8073,2016-12-31,2777873023.725931
Alaska,AK,61.385,-152.2683,2016-12-31,442445025.75699997
Arizona,AZ,33.7712,-111.3877,2016-12-31,6350539683.38539
Arkansas,AR,34.9513,-92.3809,2016-12-31,1349409057.69
California,CA,36.17,-119.7462,2016-12-31,16973949402.153957
Colorado,CO,39.0646,-105.3272,2016-12-31,2821226543.189088
Connecticut,CT,41.5834,-72.7622,2016-12-31,1737793179.5
Delaware,DE,39.3498,-75.5148,2016-12-31,413471484.69
District of Columbia,DC,38.9072,-77.037,2016-12-31,1692720160.0
Florida,FL,27.8333,-81.717,2016-12-31,8964002541.917433
Georgia,GA,32.9866,-83.6487,2016-12-31,5211385808.515443
Hawaii,HI,21.1098,-157.5311,2016-12-31,466122400.63
Idaho,ID,44.2394,-114.5103,2016-12-31,687456360.1800001
Illinois,IL,40.3363,-89.0022,2016-12-31,7559122434.976425
Indiana,IN,39.8647,-86.2604,2016-12-31,3925191883.120443
Iowa,IA,42.0046,-93.214,2016-12-31,2456539630.6
Kansas,KS,38.5111,-96.8005,2016-12-31,1530103359.53
Kentucky,KY,37.669,-84.6514,2016-12-31,2188350066.0231767
Louisiana,LA,31.1801,-91.8749,2016-12-31,2206503709.426673
Maine,ME,44.6074,-69.3977,2016-12-31,668633866.1548359
Maryland,MD,39.0724,-76.7902,2016-12-31,2471948328.630195
Massachusetts,MA,42.2373,-71.5314,2016-12-31,4009659208.607105
Michigan,MI,43.3504,-84.5603,2016-12-31,5221732633.1448765
Minnesota,MN,45.7326,-93.9196,2016-12-31,4252465415.3447657
Mississippi,MS,32.7673,-89.6812,2016-12-31,1535534822.0
Missouri,MO,38.4623,-92.302,2016-12-31,3336357595.7705126
Montana,MT,46.9048,-110.3261,2016-12-31,475210889.53
Nebraska,NE,41.1289,-98.2883,2016-12-31,1019453222.39
Nevada,NV,38.4199,-117.1219,2016-12-31,831275492.44
New Hampshire,NH,43.4108,-71.5653,2016-12-31,1079865401.21
New Jersey,NJ,40.314,-74.5089,2016-12-31,3270661158.8183966
New Mexico,NM,34.8375,-106.2371,2016-12-31,889208003.451682
New York,NY,42.1497,-74.9384,2016-12-31,11243013054.743942
North Carolina,NC,35.6411,-79.8431,2016-12-31,4293488602.385245
North Dakota,ND,47.5362,-99.793,2016-12-31,383307032.575
Ohio,OH,40.3736,-82.7755,2016-12-31,5743154881.500404
Oklahoma,OK,35.5376,-96.9247,2016-12-31,1693275053.0383568
Oregon,OR,44.5672,-122.1269,2016-12-31,2206412650.748229
Pennsylvania,PA,40.5773,-77.264,2016-12-31,7668455389.493414
Rhode Island,RI,41.6772,-71.5101,2016-12-31,742063568.1
South Carolina,SC,33.8191,-80.9066,2016-12-31,2240871269.153087
South Dakota,SD,44.2853,-99.4632,2016-12-31,605257851.36766
Tennessee,TN,35.7449,-86.7489,2016-12-31,3055602603.8334765
Texas,TX,31.106,-97.6475,2016-12-31,10896383072.927214
Utah,UT,40.1135,-111.8535,2016-12-31,1557121346.745
Vermont,VT,44.0407,-72.7093,2016-12-31,446551347.9
Virginia,VA,37.768,-78.2057,2016-12-31,4365120855.387941
Washington,WA,47.3917,-121.5708,2016-12-31,2555501919.323948
West Virginia,WV,38.468,-80.9696,2016-12-31,1265499499.62
Wisconsin,WI,44.2563,-89.6385,2016-12-31,2550987252.4357095
Wyoming,WY,42.7475,-107.2085,2016-12-31,235985162.953
